,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
146853,4 Manor Road E,"{'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True'}",BpTijSZy7-2SZskFSCVW2g,"Desserts, Food, Bistros, Restaurants, French, Coffee & Tea",Toronto,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",0,43.7026229191,-79.3969675899,Coquine L'Express Cafe,Mount Pleasant and Davisville,M4S 1P8,5,2.5,ON
147035,"Yordale Shopping Centre, 3401 Dufferin St","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",i0bD4WCmVHdK92L73CNbgQ,"Coffee & Tea, Cafes, Food, Restaurants, Italian",Toronto,"{'Monday': '8:30-21:0', 'Tuesday': '8:30-21:0', 'Wednesday': '8:30-21:0', 'Thursday': '8:30-21:0', 'Friday': '8:30-21:0', 'Saturday': '8:30-21:0', 'Sunday': '10:0-19:0'}",1,43.7264521885,-79.4526529312,Espressamente illy,,M6A 3A1,47,3.5,ON
147058,"University of Toronto - Morrison Hall, 75 St. George Street,1st Fl","{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '4', 'RestaurantsTakeOut': 'False', 'WiFi': 'free'}",5ebXuHpZRNdalRULfnfnpw,"Coffee & Tea, Food",Toronto,"{'Monday': '7:30-23:0', 'Tuesday': '7:30-23:0', 'Wednesday': '7:30-23:0', 'Thursday': '7:30-23:0', 'Friday': '7:30-17:0', 'Sunday': '15:30-23:0'}",1,43.6630851365,-79.3977460578,Café Reznikoff,University of Toronto,M5S 2E5,5,2.5,ON
147181,37 Baldwin Street,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False', 'WiFi': 'free'}",VbmvagpfBfgvjOJb65BWVA,"Coffee & Tea, Food",Toronto,"{'Monday': '7:30-19:0', 'Tuesday': '7:30-19:0', 'Wednesday': '7:30-19:0', 'Thursday': '7:30-19:0', 'Friday': '7:30-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-18:0'}",1,43.6558481,-79.3935228,Bicerin Espresso Bar,Downtown Core,M5T 1L1,75,4.0,ON
147182,221 Sorauren Avenue,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",oBuFzfKprMOxd9T2ytjZhw,"Food, Restaurants, Cafes, Coffee & Tea",Toronto,"{'Monday': '7:30-19:0', 'Tuesday': '7:30-19:0', 'Wednesday': '7:30-19:0', 'Thursday': '7:30-19:0', 'Friday': '7:30-19:0', 'Saturday': '8:0-19:0', 'Sunday': '9:0-19:0'}",1,43.6463479169,-79.4432759285,I Deal Coffee,Roncesvalles,M6R 2G1,16,4.0,ON
147204,320 Danforth Avenue,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",YFFQuzPhELjwkbVe2SXGEw,"Food, Coffee & Tea",Toronto,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '8:0-20:30'}",1,43.6775817,-79.3531992,Timothy's,The Danforth,M4K 1N8,13,3.0,ON
147212,196 Borden Street,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False', 'WiFi': 'no'}",z26ZG4Zv6P1itMq4VC5zGQ,"Food, Cheese Shops, Coffee & Tea, Specialty Food",Toronto,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}",0,43.6619497,-79.4071586,Chabichou,,M5S 2N3,39,4.0,ON
147276,298 Dundas St W,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}",oEfaL9_eJ9edNFqkOkvClw,"Coffee & Tea, Food",Toronto,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:30-19:30', 'Sunday': '8:30-19:30'}",1,43.6544303,-79.3913599,Carafted Bean,Downtown Core,M5T,7,3.5,ON
147285,663 Yonge Street,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",OqeWMWwYTJOCwmskj1MiLw,"Breakfast & Brunch, Food, Restaurants, Donuts, Sandwiches, Coffee & Tea",Toronto,,1,43.6683814746,-79.385911778,Tim Hortons,Church-Wellesley Village,M4Y 1Z9,3,4.0,ON
147301,40 King Street W,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'loud', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",V5idWUknL8XZo6RQjmz3FQ,"Vegan, Food, Vegetarian, Restaurants, Coffee & Tea, Salad, Juice Bars & Smoothies",Toronto,"{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0'}",1,43.6493491,-79.3795277,Hopscotch,Downtown Core,M5H 3Y2,19,3.0,ON
147466,"The Sport Gallery, 15 Tank House Lane","{'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",2FcazsiNSYHYw95KZRyb8g,"Food, Coffee & Tea",Toronto,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '9:0-20:0'}",1,43.650495,-79.3585787,Arena Coffee Bar,Distillery District,M5A 3C4,3,3.5,ON
147679,"6464 Yonge Street, Unit 144","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",-yveZTHH_XPuJlZVa5vikw,"Food, Cafes, Coffee & Tea, Sandwiches, Restaurants",Toronto,"{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-22:0'}",1,43.7954660205,-79.4220542908,Dolce Camerata,,M2M 3X4,22,3.0,ON
147706,542 College Street,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",Sfzr0Nb2T6mg9EyrFD9RaQ,"Coffee & Tea, Food",Toronto,"{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-23:0'}",0,43.6558373,-79.4116214,Starbucks,Palmerston,M6G 1B1,16,3.0,ON
147856,622 College Street W,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",aEj74jHPbM3LN-p_DSyMDw,"Restaurants, Breakfast & Brunch, Cafes, Food, Coffee & Tea",Toronto,"{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '9:0-20:0'}",0,43.6551261,-79.414812,Azienda Cafe,Little Italy,M6G 1B6,4,3.5,ON
147864,"96 Spadina Avenue, Suite 101","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",VnTKMU-yGiFvohMQy-Q9RQ,"Coffee & Tea, Food",Toronto,"{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",0,43.6464132,-79.3958739,Sense Appeal Coffee Roasters,Downtown Core,M5V 2J6,119,4.0,ON
148223,1115 Finch Avenue W,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",kN9JRpeG-JRXwSs7YzMwPg,"Restaurants, Food, Cafes, Coffee & Tea",Toronto,"{'Tuesday': '5:30-22:0', 'Wednesday': '5:30-22:0', 'Thursday': '5:30-22:0', 'Friday': '5:30-22:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",1,43.7667621,-79.4759576,Starbucks,,M3J 2E5,11,4.5,ON
148347,6355 Yonge Street,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",LQ9WorDtNJXeEfA7GWIXTA,"Food, Coffee & Tea",Toronto,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-22:0'}",1,43.796682579,-79.4194049388,Starbucks,,M2M 4J8,19,3.0,ON
148717,150 N Queen Street,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",-EFDz-s9QUWJbFIp16O_3g,"Food, Restaurants, Coffee & Tea, Sandwiches",Toronto,,1,43.6202565376,-79.554585591,Tim Horton's,Etobicoke,M9C 1A8,3,2.0,ON
148763,2901 Bayview Avenue,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",L6R2Op88NkoG1EGxlVvdRQ,"Restaurants, Bakeries, Food, Cafes, Coffee & Tea",Toronto,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-18:0'}",1,43.7690784933,-79.3854800239,Bread & Roses Bakery Cafe,Bayview Village,M2K 2S3,22,3.0,ON
148876,"Smart Center Plaza, 1070 Major Mackenize Drive E","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",6hnRhJv7O0RgvFT-BIo0KA,"Tea Rooms, Taiwanese, Coffee & Tea, Restaurants, Food",Toronto,"{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:30', 'Saturday': '11:0-1:30', 'Sunday': '11:0-1:0'}",1,43.8765007,-79.4115633,Ten Ren's Tea,,M6A 2T9,46,2.5,ON
148905,2974 Bloor Street W,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",Q-cNS-72xw4Kd-_O9cB7cw,"Coffee & Tea, Bakeries, Food",Toronto,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-18:0', 'Sunday': '8:0-18:0'}",1,43.648071,-79.5093514,Hot Oven Bakery,Etobicoke,M8X 1B9,14,3.5,ON
149284,253 Gerrard Street E,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DietaryRestrictions': ""{'dairy-free': False, 'gluten-free': True, 'vegan': True, 'kosher': False, 'halal': False, 'soy-free': False, 'vegetarian': False}"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",LiOtsNFFkD1S9tFvHnzX0w,"Caterers, Food, Restaurants, Desserts, Vegan, Gluten-Free, Event Planning & Services, Breakfast & Brunch, Coffee & Tea",Toronto,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",1,43.6617657,-79.369013,It's Jenny Espresso Boutique and Catering,,M5A 2G1,18,4.0,ON
149606,337 Bloor Street W,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",KnV-IaFLBNR4aT7c_voXjQ,"Cafes, Taiwanese, Food, Coffee & Tea, Tea Rooms, Restaurants",Toronto,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-23:0'}",1,43.6672563249,-79.4006532803,Chatime,University of Toronto,M5S 1W7,54,3.5,ON
149740,2362 Bloor St W,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': 'no'}",J1AB1D3_MC8513stcvQEjQ,"Food, Coffee & Tea",Toronto,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}",1,43.6501451,-79.4815167,Say Tea,Bloor-West Village,M6S 1P3,12,4.0,ON
149753,"235 Spadina Avenue, Unit 4","{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False', 'WiFi': 'free'}",z1jWE9gO4ehWJESM_H7zpA,"Coffee & Tea, Desserts, Tea Rooms, Food",Toronto,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-18:0'}",1,43.6514148332,-79.397053919,Icha Tea,Chinatown,M5T 2E2,101,4.0,ON
149827,1840 Bayview Avenue,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': 'no'}",kbHaE5NeqcU2hLu1ZrfjKQ,"Food, Coffee & Tea",Toronto,,1,43.7138759,-79.3775862,Tim Hortons,Mount Pleasant and Davisville,M4G 3C9,3,2.5,ON
149903,"790 Bay Street, Unit 100","{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2'}",7f7u1SxsbQTaPsHPPMw3bA,"Restaurants, Food, Juice Bars & Smoothies, Coffee & Tea, Cafes",Toronto,"{'Monday': '8:30-16:30', 'Tuesday': '8:30-16:30', 'Wednesday': '8:30-16:30', 'Thursday': '8:30-16:30'}",1,43.6603801,-79.3860568,Juice & Java,Discovery District,M5G 1N8,3,2.5,ON
150067,2010 Queen Street E,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",MJlRN0IdU9udm9vdG_eziw,"Coffee & Tea, Food, Tea Rooms",Toronto,"{'Monday': '9:0-20:30', 'Tuesday': '9:0-20:30', 'Wednesday': '9:0-20:30', 'Thursday': '9:0-20:30', 'Friday': '9:0-20:30', 'Saturday': '9:0-20:30', 'Sunday': '9:0-20:30'}",1,43.670349,-79.29948949999999,DAVIDsTEA,The Beach,M4L 1J3,4,4.0,ON
150540,425 University Ave,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",44iwH4FjCdLnRthcLfb7Qg,"Food, Coffee & Tea",Toronto,,1,43.6542721,-79.3874485,Timothy's World Coffee,Downtown Core,M5G 1T6,3,2.5,ON
150548,1255 Dundas Street W,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '3', 'WiFi': 'free'}",ZkSSIXUjDKso0zsNwFTeyg,"Shopping, Food, Men's Clothing, Coffee & Tea, Fashion",Toronto,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-18:0'}",0,43.6494192,-79.4242848,Lost and Found,Little Portugal,M6J 1X5,5,4.0,ON
150703,905 King Street W,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': 'free'}",xYcB-0g2nED-DMgHOSgsiQ,"Food, Coffee & Tea",Toronto,,0,43.6418427551,-79.4120990201,Second Cup,Niagara,M6K 3G9,6,3.0,ON
