,average_stars,elite,name,review_count,useful,user_id,yelping_since
68542,4.14,2017,Johnny,27,0,wWzLLmr2zRl6yLZhl5R_yQ,2016-09-16
69033,3.73,None,Larissa,11,1,WBxkJ_DEGkQTjtKWUl_C7Q,2015-07-06
69337,4.29,None,Michelle,23,1,a7nx4QIMzUgQk998FUy3tg,2015-11-26
69457,3.91,"2017, 2016",Daina,99,227,jcriwcTidug0fK8sgAloHA,2013-12-24
69724,3.42,"2017, 2018",Jenny,36,0,eTQTb44a_Iv5u2s_8kvKRg,2013-02-11
69759,3.77,"2018, 2017",Sheila,121,55,Tnn_sY9W24ho4Kw9uwuK6A,2012-05-25
69918,3.46,"2016, 2015",James,131,49,4RlbldVNFjekCgE50m2CGw,2012-07-02
70044,3.56,None,Kyle,9,2,gDpYGG5noWhNIiXmTlIsLg,2017-11-20
70198,4.01,"2018, 2015, 2017, 2016",Ayan,95,3,nmI6LoOi0zvHaH7rwISRCw,2013-04-24
70378,2.5,None,Haiyi,3,0,38pAqpG2j9Vek6MhiiTYhA,2016-09-11
70522,3.06,2018,Evan,48,9,E6FeiGSft3wz8X-C9yWH4A,2017-12-17
70582,3.7,"2017, 2018",Tiffany,43,10,AZc_iAzLGLkzGPZ_7zKL4Q,2016-08-07
71141,2.7,None,Matt,53,163,uI6ULkUj4BRWhQDaDBPMfw,2010-11-19
71280,3.0,None,Josey,18,4,OZUQ0rT95rT48d5rhBtrkg,2016-05-25
71602,3.0,None,Maya,2,0,fseOyQxFUVff9BuS8NJFzg,2017-01-16
71904,3.67,None,Lindsey,15,5,4GSTjmLukRgNHu3NSr5QTg,2017-02-24
72622,4.51,"2018, 2017",Devon,46,100,gbWMEA_d0EBlBeLqyGvPng,2016-11-20
73256,4.44,None,Nick,9,6,nF5dGi_6oKBsDdpWQMCjNg,2016-11-27
73658,4.37,"2018, 2015, 2016, 2017",Dalia,146,51,KAP5Jf0-r3NTvXiKjr_pmg,2010-06-25
73830,4.75,None,John,4,3,XMcNl6hIuOCeoJk1qbTJUQ,2015-08-13
73918,4.24,None,Pedram,32,8,dJ8xSq5u2oeUelENCXiW2A,2013-04-22
74026,3.5,None,Maria,4,0,taX9WVDb4SZxnMIlkpWk7g,2016-04-10
74242,4.07,None,Tina,120,94,zhg20dhzmNyg6TuTOfk1cg,2008-11-20
74602,3.67,None,Seher,3,0,hjxNVG_GCmUeQMCw2HcTbQ,2017-11-24
74911,2.33,None,,3,0,FJb3CBaqIcpE1l0b8UZxGg,2015-10-08
75220,3.21,"2018, 2017, 2016",Yasemin,72,8,_jaxS4ZvmxwCGd9raG1wxw,2015-12-11
75234,3.5,None,Harrison,14,0,1oH_qJmBUI1owHnMbV83eA,2017-04-18
75395,3.67,"2018, 2017",Mabel,99,3,z53uSRCr7BHaZ5Rmj03yCg,2011-04-24
75445,3.5,None,Chong,14,0,nt0Cjv2Jw0NcH6FJY1dEhQ,2016-04-03
75919,4.27,None,David,11,12,8bKXRJuxEbsqckESoDh_Tw,2014-01-10
76058,3.0,None,L,7,0,HadxRWlq-eoTh6cN2Xql8Q,2015-03-03
76111,3.74,None,Nghi,35,7,J4L4l3EftKqLWSpQZdSESQ,2015-12-24
76669,3.5,"2017, 2018",Linda,73,3,Hzl2CGWO5R2Dyf0u235UVw,2014-02-24
77035,5.0,None,Ryan,2,0,gvHF_uFbtkMVNYK-r-5Jig,2014-05-12
77137,3.95,"2017, 2018",Kimmy,39,26,rdRfDrLc19WZsZTundsWhQ,2016-01-28
77759,3.49,"2018, 2017, 2016",Layla,112,27,TGsvAP89lhlKcYZ6yeYfEA,2011-09-10
77777,3.75,"2018, 2017",Daniel,66,0,w9VSbG6bWPflax5_gwt6pg,2014-06-18
77873,2.0,None,Betty,4,1,HOlHQQ2ssANZaFgDG25mNw,2016-03-12
78002,3.5700000000000003,"2017, 2018",Linda,95,67,U2A_9kuWAMpvCObHrrSM_w,2013-06-29
78473,3.2800000000000002,"2017, 2016, 2018, 2015",Joyce,90,2,2Egv8FVBX-uqsZEsko-Xvw,2012-12-11
78772,4.23,None,Perleana,13,1,b-iZnTNWd-lJbtCds51wVQ,2017-08-10
78790,5.0,None,Angela,1,0,JJbrUszgWPWRItMVG7RKhA,2017-01-24
79025,3.8,None,Rahul,9,1,EZzl66XRvL8OTw-mOpRSJA,2015-07-05
79336,3.9699999999999998,None,Marjan,70,0,nWtHwuTcl-Mu5GL5GB3YBA,2014-09-05
79653,4.07,"2017, 2018",Jennifer,45,4,T5BOAvuPsNAhjYTFkRqZ1Q,2015-01-26
80050,4.13,None,Lisa,8,0,7bmqVWMWkhlvtNBX5tyg5g,2017-06-25
80276,5.0,None,Wagner,6,0,Aq8pa-J_aJ3Hu8bSdrLjkA,2013-11-06
81120,3.8200000000000003,None,Felicia,16,2,To7ipgEJ4YRsV7cymtbzRA,2016-08-21
81144,5.0,None,Erin,7,1,JlrEpfVKuaEZUDm_Kwg_0Q,2014-09-28
81158,3.52,"2016, 2017, 2018",Iris,122,5,emClTWXE_ou1_RJ5PHIAUQ,2014-07-06
81267,3.39,"2016, 2017, 2014, 2010, 2011, 2015, 2013, 2012, 2018",Sharon,1043,245,bnPpoAsVbULVN8EsUYGGCA,2009-05-15
81692,4.33,None,JOhn Michael,3,1,-dgMNDeQXs_9zdv_ncyYiw,2017-03-09
81705,4.13,2018,Jennifer,29,0,9arXbHgEt8UPb84YvwfFGw,2016-01-24
82152,3.8,None,Emily,43,10,o2bNI8RD46HVM0fg1GIR4w,2017-08-05
82198,4.09,"2018, 2017",Alisha,66,2,HayR3lpFCN5DhZ-RQAOIUw,2016-11-26
82582,3.81,None,Kay,37,1,n0pKl9OtYtrlS9Gj9nyELQ,2013-04-08
82669,3.35,None,Becky,30,0,R9swyZYm58BVQhN54xYPgg,2015-11-16
82690,3.83,None,Anthony,6,1,KSl6N9vHTikPIGS2zYYnYQ,2016-04-15
82829,4.64,None,Emma Rovia,10,2,VuQ2zsKweGcvpfH2xdpa9A,2017-01-10
82922,2.67,None,Bam,33,12,JaWaLPQbVe5MZEXhCXforg,2011-11-03
83454,4.57,None,Mariana,53,3,Cv1uUVESK5F9_xoKHDu_yw,2012-09-29
83759,3.6,None,Crystal,5,0,zGhdua9mXP4uksmk0baVsQ,2012-11-14
83794,4.05,2018,Tiffany,43,37,AiTNSDP-Jw_ko26pFsbW_g,2014-09-09
83807,4.34,None,Sae Rom,50,0,94vJW8MDiIatG47e94xiNw,2015-01-22
84003,5.0,None,Dorothy,1,3,c3HX4TK6SY1SvG496So2fg,2016-08-19
84077,3.36,None,Stephanie,28,15,nmVg7AsjyjDfS2YJc6NWPA,2012-12-05
84166,4.87,None,Michelle,15,5,Yw5BncLAouX53dmeX-XTIA,2015-04-20
84198,4.2,None,Carlton,5,0,SeoggBs1uLRHRURXHhcbaQ,2016-11-22
84289,3.89,"2015, 2018, 2017, 2016",Kim,94,292,n8xs7oUMAU2qt2-xTkUfjg,2013-06-23
85274,3.41,"2016, 2017, 2015, 2018",Tiff,673,92,Zohjr4ZPl76vryPqiQLJ4A,2012-12-02
86237,4.92,None,Alec,12,19,ACesGYENI4cFS186EnwBqw,2015-06-06
86324,2.83,None,Victoria,12,2,5N_NzDw6U2kkQG2W6iC_Pg,2014-01-24
86493,3.8,"2016, 2018, 2017",Rojin,94,34,Ml0ODMSIdxsUu6ZsiJ5J8A,2012-07-21
86570,4.19,"2018, 2017",Amber,56,212,_KXGtY1lX6MtCt-_HO1Gow,2013-03-01
86605,3.25,"2017, 2018",Arseny,58,2,fU-SK63oyqHod7AHbIDgEw,2012-10-13
86692,3.9699999999999998,"2017, 2018",Sherry,95,15,0vnF9En8gZfjipND_pzF4w,2017-01-30
87108,3.75,None,Ryan,13,6,8V3mPNDFszo4VuDTX2ENuQ,2013-03-17
87114,3.75,None,Deb,802,5274,YBT3EKUNN4IP8m4x7sGu1g,2012-07-08
87428,3.61,None,Shawna,18,1,HYrX-Osma8qjMAWSi1tcWA,2014-01-24
87503,3.32,"2017, 2018",Alyssa,103,4,X9qakqm1ypizTTiC_R58OA,2012-03-01
87838,4.33,None,Caitlin,3,1,My5ZgtQkJRuWxmOcMIvdKw,2016-07-03
88665,4.0,None,Beatriz,3,0,JDhdVizw7cjG7XaxuCZ-Bw,2014-10-01
89347,5.0,None,stephanie,3,0,wNxFSjkIh3iAwJrUH3eL8A,2008-07-31
89778,2.25,None,Poppie,4,0,heUc7RRkyGTz9SKmie-3Wg,2016-12-02
90339,4.44,2018,Janis,33,2,G3rULbtwlZi638SYNbH0CA,2012-10-13
90473,3.67,None,Darin,6,3,mvJ-2677aB10lF8A2rXJqQ,2017-02-05
90501,4.33,None,Thilini,6,0,tddE89lbvg4P1VQH6sqwBg,2016-02-12
90852,3.5,None,Michelle,2,0,YM-R7fxqeNbZIaa02j1tXg,2016-08-20
90900,3.5,None,Vince,6,0,hFsC51LtGUDFMy_NuJKzDg,2016-07-28
91123,3.38,None,Jefferson,12,17,qy5MV_SRIl10TMf-Lvv7AQ,2008-07-25
91135,4.8,None,Bowen,5,1,KXTy_McwJi95rAna38wmSg,2017-01-07
91270,3.86,None,Pam,20,0,OUEUZcjcTLItUHFSNP70jg,2016-02-06
92291,4.17,None,Selina,6,0,yWm_gwMqOMWKW16J8SdZPQ,2013-07-30
92612,4.52,None,Joe,130,40,w4tle1rZIkbhEZsJ2Uu_yQ,2014-02-06
92807,3.35,"2013, 2014, 2016, 2018, 2012, 2017, 2015",Lisa,341,81,vJGLEHyhCs9V-5fAe-xx3w,2011-01-30
92900,4.11,None,Dekko,28,0,aT-_V0UwIrFTEN9NPA0Lxg,2015-07-10
93300,3.66,None,Channing,194,96,QyOjGyQS6mI-o8HVpVq8fQ,2009-10-02
93392,4.11,"2017, 2018",Cara,97,103,5xP-Tk39BbQF2xwkNj-2sg,2014-08-27
93504,3.74,"2018, 2015, 2017, 2016",Sonia,233,2158,kbB1FfCf1NsJN-PZAQ0xwQ,2014-11-07
94318,3.0,None,Peter,2,1,f81kuL3L5hKBKEwQ_zOXyA,2016-09-14
94671,5.0,None,Chao,2,0,ZxJIBdgofi3EdOA86IbKRg,2016-04-28
94772,3.9,"2017, 2018",Anthony,233,405,Plqi4pG84PA_vBM8OfDPDg,2017-02-08
95194,4.6,None,Avril,5,5,Fcw0cyDHk8m4Ew1FpaIVwg,2017-01-22
95460,3.33,None,Lynda,3,0,Y-LZLiQ7gIYMw1tGvsHFZg,2013-07-11
95890,2.88,None,Roshan,8,2,duzYl696MSto_UK3KR6Raw,2014-02-02
95912,3.54,None,Stacy,66,22,7ykaK0BHDjc9GJIrcIhgSg,2014-03-21
96155,3.05,"2018, 2017, 2016",John,60,113,FzHx5X2Wsh-t6mitBBInqA,2014-11-24
96553,3.8,"2017, 2016, 2018",Aparna,306,77,Iz0dI0zU_-1Fg5kK_sVIGw,2012-10-18
96632,4.54,None,Mike,13,3,YebC3cKf31a2C9yo_0o0ww,2011-11-10
96656,3.83,2017,Daniel,34,0,M-naShg_Rf2om1z6mHrW_A,2016-04-24
96707,3.5700000000000003,"2018, 2011, 2015, 2014, 2017, 2016, 2012, 2013",Imran,877,277,yT_QCcnq-QGipWWuzIpvtw,2011-03-24
96710,4.04,"2015, 2018, 2016, 2017",Holly,76,33,eB06uWsjAlvUXPzfTRDtrw,2012-02-04
96745,3.71,"2017, 2016, 2015, 2018",Kay,237,46,dYJPAlkQx_K7WVfbg3aj7A,2010-07-03
96821,3.59,"2016, 2017",Rach,102,220,zbSBmoujGgIPuNWQcny14g,2012-06-08
97014,3.93,"2016, 2017",Michael,56,2,K86nuyuxpmPl_t2V-H6syg,2011-04-06
97301,3.77,None,Eryn,26,2,QAlBTRL2MnaBup-dKo67TA,2015-07-18
97601,2.5700000000000003,None,Andrew,6,0,6scSHcC4gs038wFz9Cp96Q,2015-06-06
97670,4.0,None,Rose,6,0,5HDNnfgq1XSuu8WaP5BDeg,2009-06-08
97806,3.68,None,May,22,2,Vqlg6H8kUzlbgBco_1cTZw,2016-02-21
98300,4.51,None,Ruja,68,0,WjCHzcxXAbusm_-sBh4M7g,2013-04-02
98588,2.65,None,Wilder,16,10,_IQJQ-hMslafkM-eLDRP-g,2014-01-04
99669,3.17,"2017, 2018",Wai,91,0,QpPyU7gK5vCZmc57QZxLoQ,2017-04-14
1081,3.45,None,W,10,24,OsvqU8V9HlUENjhlWaAxSg,2017-11-11
1276,3.5300000000000002,"2016, 2017, 2018",Julie,68,26,wkSdo0bE6cXGuDR7VpZ9Ww,2013-08-15
2032,3.77,None,Ashley,31,11,r0nYv0pRNoU4khyPovQSAw,2015-11-17
2241,3.3,None,Toronto Food Stop,10,0,0d6lxCTtM30ZB0nKDkvdhA,2017-05-31
2362,3.5,None,F,2,0,ARoaoYITZxtrUfkLltMv4Q,2017-02-20
2602,3.3,None,T,43,1,ANWiPykRz4TznP1ZRSOOJA,2015-01-11
3667,1.43,None,Justin,7,0,XoW7s6axySze3q-Ux04pDA,2017-01-04
4026,5.0,None,Stephanie,1,0,zzVGOFsIjStuFsy_kyJnIg,2015-08-02
5103,4.0,None,Kayla,25,0,Bl8emxzWc0YzH0qtqLO4IQ,2015-02-17
5316,4.33,None,Greg,12,0,HphFd9JuLyO8uJRjQa2r8Q,2013-06-23
5943,3.0,None,Keren,17,19,RjvzNVOFawkEF0P6ttVNOA,2017-06-26
6026,2.55,None,Sophie,86,42,n5HCox_qsCR-DidvPzyctA,2010-11-19
6756,3.48,None,Dave,33,20,29dsjJWVjVB76YrsfkVh4Q,2014-03-08
7307,4.59,None,Nava,16,0,vetOgz3h2LpQQ7fV0MLASA,2014-05-19
7541,2.6,None,Marianne,20,0,ZDmizf31m6E5-rzE6OiGLg,2015-05-03
7668,4.17,None,Sarah,43,0,1ZzOs18zciLBYMZ2cQv58A,2017-07-13
9057,4.09,None,Jade,11,0,qqOmMNdAt6eHx8l_XLWk3Q,2015-01-20
9143,3.46,None,Eddy,128,16,yrhB_rQyrmSQ8WFSHxzaEQ,2014-03-09
9256,1.25,None,David,4,0,Xra5nDZDLdfIhf8qXaHcXg,2016-05-14
10126,3.43,None,Yolanda,7,4,tw6nhzRtKf6b02ZJ2_lcMQ,2016-11-22
10193,2.0,None,Lucy,2,0,USnr_LnaxNEGbvqvKadrHQ,2015-12-16
10698,3.13,None,Tatiana,7,0,SavUwX68qKb2umxT8xUO_A,2015-11-25
12636,1.33,None,Victor,3,0,clSG-Z1lLaypZ244aax6TQ,2016-08-23
13799,3.7199999999999998,None,Katie,45,3,Fkw595qjN_orgLHmVB8iuQ,2013-07-01
14057,1.5,None,Linda,2,0,CnAeFi3n7udzxlHz1jo_0Q,2015-02-21
14661,4.11,None,Marco,9,2,hsosZR2Dv0xWvYTTHGnRiQ,2014-02-15
14921,2.5,None,Jessica,4,0,Hf8FLnEhTHG5YQpEfEwA2w,2014-04-19
15263,2.67,None,Ima,3,4,Oo7nzeY_WraxvIY6wCzTyQ,2015-01-16
15782,4.13,"2011, 2008, 2012, 2009, 2007, 2010",Jeff,1324,9871,wo632pzj23-Di2RakSugjQ,2007-07-05
16077,5.0,None,Michael,1,1,bgqqkgteBpxJhWO-XApjgw,2015-08-27
16395,4.71,2018,Elise,92,48,eCvcvojhlKXeoFDJVpeezw,2012-06-11
17285,3.38,"2017, 2016, 2018",Debbie,277,2,26WgdHfEjWj4BrN-cUNhVw,2015-04-12
17764,3.34,"2013, 2017, 2012, 2018, 2011, 2015, 2016, 2014",Fern,463,963,WXlxViTwXHPBvhioljN9PQ,2008-10-07
17888,4.0,None,Andrew,55,5,eg2NrsX3HmBmfgYEF8V7Jw,2012-12-01
18391,3.69,None,Tony,49,1,xmTidbmCE9nicKck13UyxA,2014-06-30
18412,3.9699999999999998,"2018, 2017",Jacqui,339,2,0gtEsazPeHr5rj2IAsZePg,2014-11-09
18434,4.03,None,Timothy,38,10,kRNRvR7X5iPnp7ltGM3AcQ,2009-05-08
18560,3.33,None,Victoria,3,0,kzAEFOVxrgFfQxm5nzwViw,2017-07-16
18835,5.0,None,Nik,1,0,sal5IOi--GSoTYG6ptQP6A,2016-02-18
18952,3.25,None,Jessica,16,0,73CpN8pXBB0t1Osc_-qkQQ,2017-01-31
19028,3.43,"2016, 2018, 2015, 2017",Cindy,108,5,bz3Reh0S84qJjAAB_hpl3A,2012-10-15
19162,3.56,"2018, 2017",Christina,76,14,68PRn5eAVHV1SYHWmdnPkg,2013-10-11
19756,4.0,None,Ted,26,3,cdod5prmr9N46OByHpDkOw,2013-10-27
19844,4.0,None,Asfand,1,0,BZfTe052C7_lYFdo8kygdw,2016-09-01
19871,3.75,2018,Jen,32,1,BxPjH2w8Zq9o3xCdrXi2Tg,2017-02-27
20543,4.25,None,Walter,16,17,z1Rl8vwjl3lUbtugcL4nMw,2010-12-24
20952,3.68,"2018, 2013, 2014, 2017, 2016, 2015",Diana,144,117,dEDId4Rp2JpblIfYIoH00w,2011-10-01
20982,3.31,"2018, 2017, 2016",PD,187,1296,W6CrBiuPNADGDIH_m39_aw,2012-06-11
21109,3.71,"2016, 2012, 2010, 2013, 2011, 2014, 2017, 2018",Tina,525,163,i6V3NyTdkBVwPpH7r2BINA,2009-08-17
21838,3.39,2017,Georgia,27,2,kBAzprZlkPeEGNCjc8mpCQ,2011-03-25
21948,3.61,None,Marziyeh,35,2,bDUeoSecv4Kb-bFxrZoatA,2012-07-20
22121,3.56,"2016, 2017, 2015",Laura,121,12,hre0l9gB19w6cIbapFbFgA,2011-07-31
22256,4.25,None,Victoria,3,9,MWQBC9752Ewn1zT65-tLQA,2016-12-17
22396,4.33,"2017, 2018, 2016",Naoufel,144,2,Ex-QoUxevVpBPsovXWb8cw,2011-07-29
22449,3.81,"2017, 2018",Kathy,115,15,iHXSU0DRpRZHX8esGPG0Pw,2015-04-23
22894,3.76,"2015, 2013, 2012, 2016, 2018, 2017, 2014, 2011",Juliana,469,149,VVm-TFCpi9M1-k8ED0l1eA,2011-08-13
22904,3.71,None,Lisa,7,5,bgmaKZqUgaLOuvE4dToeFw,2013-08-28
23166,4.0,None,Lisa,3,0,kO5-yoXvSPbWW5zoln7yIw,2017-08-15
23341,3.5,None,J,26,1,G2dZ7j7lhxu6rkS4Hn9NoQ,2012-12-04
23480,3.42,None,Kat,11,0,53FQwMFtAfB9cfMOb4B4mA,2011-03-02
23493,4.12,2018,Yili,41,11,WW8wDrWkD6s7Jp41d7MWiA,2014-07-19
23591,3.84,"2018, 2016, 2017",Sharena,136,19,tR9RmjMEev4gpTFdV9wsVQ,2014-03-28
23862,3.94,"2017, 2016, 2015, 2018",Sean,110,5,Dy_RhvtedHyYcP3mK5ZKtA,2014-02-10
24144,3.43,"2018, 2017",Tanya,42,1,FKE2WmTo6UyS9OEw56bAYw,2017-08-03
25280,4.71,"2018, 2017",Nourus,82,7,ulDZg0ki5odNOu41uZzbJQ,2012-06-25
25410,3.66,"2011, 2010",omar,67,16,Iu1KZwQUE_pTJp_wlY5hpQ,2006-05-28
25659,2.71,None,Daniel,14,1,xy-AP4z6_iWksuQNi6d6aw,2015-11-11
26381,3.38,None,Dolly Amistoso,8,1,X9p22CgP0baoZGf_Sqn9DA,2017-08-13
26818,3.47,"2017, 2016, 2018, 2014, 2015",Martino,291,189,0uacsMYppmm3Kl1bpWIOxQ,2013-03-14
26924,3.45,"2017, 2018",Anne,77,7,AG_bM2ATIvqgcGTBX-gw2w,2016-12-29
27388,3.77,"2013, 2018, 2017, 2012, 2016, 2014, 2015",Darren,539,14,YDAL4CBJcp3xrYgAGVGgaQ,2011-04-11
27922,4.78,None,Lorna,9,1,lvWJXqBqDvV4vqlqLS5taQ,2011-08-23
27997,5.0,None,David,3,0,dI9wRichbmmNJN-gNQLV0w,2016-02-20
28685,4.39,"2017, 2016, 2015",Julie,127,108,JgY2nsKaXhDwOcO0rDhb2A,2015-02-02
28702,3.92,"2017, 2016, 2018",Lim,141,143,qLq9eedYCLaXjcy2XfZQcQ,2016-03-31
28802,3.45,"2017, 2012, 2016, 2018, 2015, 2013, 2014, 2011",Hazel,571,29,CSA-YFyZWlxPTeAZRJqMWA,2010-01-19
29012,4.0,None,Thanuja,2,0,jsfYycZFdkD9hQWFLVVMIA,2017-07-19
29106,4.48,None,Samantha,44,0,cSXNyCda_QrotM2uCrpWNQ,2009-12-26
29237,3.54,"2017, 2018",Sofia,65,27,_Do_FsaqTv8N1p7DdGH1wA,2017-04-28
29844,3.87,"2017, 2018",Teresa,212,0,BwwqlPVsJk1dbUyNwCWB7Q,2017-07-27
30098,2.5,None,Leighann,2,1,3eXoCD-mfkS3v3q5eemx-w,2017-10-30
30254,3.79,"2015, 2018, 2016, 2017",Alex,86,321,9sDNyyANgUMNg0RsuR0E7A,2014-05-18
30358,4.14,None,Kritzia,14,2,rtF_KuSOWXcAp5IQMHcg0w,2013-09-16
30379,3.54,None,Jennifer,77,7,l_1t7rGsuKI_Po60ttCPcw,2013-11-11
30805,2.76,None,Blue,37,6,rjPa_cnBrXnAF3PKBbpUsw,2014-04-17
31140,4.02,"2018, 2017",Shaan,126,43,wWHeaOS28fnCnFN1Pmo3xg,2017-05-20
31308,4.07,None,Claudia,15,1,jdxxrJXP4Pzf4PCDx0JQ4Q,2014-07-17
31324,3.56,"2018, 2016, 2015, 2017",Jessica,164,4,uddWmfMhvMYaj3Uog3fMjw,2014-08-06
31413,4.01,"2018, 2017",Sally,102,15,93rlPm_NXdz9XPRMIFi-Iw,2015-07-22
31574,3.35,2018,Amelia,30,8,LpG0XFNhb95CqtJftIEmXg,2017-02-03
31720,3.77,"2018, 2013, 2015, 2014, 2017, 2016",Andrei,199,3,fiz9Y2dagXIEq0w8FGOGnQ,2009-09-09
31785,3.94,"2014, 2013, 2018, 2011, 2016, 2015, 2012, 2017",Ryna,1436,116,Rvn-Ymc8_9z4vbcm2ZwenQ,2010-09-10
31871,4.77,None,Julia,12,0,THj66_jIuRRUCoG4jkv-tQ,2010-07-22
32545,4.13,None,Stacy,39,2,9R516J44PdELUZe4P8m4DQ,2011-07-27
32847,3.67,None,Helen,9,2,m23oZAL-aLaRNy0FHfq2OA,2017-09-03
33094,3.48,"2017, 2014, 2016, 2018, 2015",Michael,576,0,vhGokL-gPFlE35KV7PVHdQ,2009-11-08
33187,3.6,"2017, 2018",Peter,45,592,gvXtMj3XuPr0xHjgmlmtng,2014-01-05
33213,3.67,None,Simone,9,5,fDcNImKKuSewuQ_VkC8LKw,2012-10-22
33735,4.22,2017,Sam,52,12,hj4EU3UR4lb3Nv5pAu5oxQ,2017-02-15
34236,3.56,None,Mei Lan,44,10,n0NK74Q99koPIhLpGPeyDw,2015-09-02
34252,3.75,"2016, 2017, 2018",Joanne,274,38,cCpiu1GqdzxlvANKuiAp0Q,2013-04-05
34338,3.6,"2018, 2017, 2016",Lisa,78,55,UC27mopi9fL9lVoSyonwSQ,2016-07-07
34415,4.16,None,Anthony,38,0,ztPYTrTCP9oJFLQackTwtw,2010-11-06
35120,3.84,"2017, 2018",Danica,181,162,8C8Ml7hj1zxyhcChk1TESQ,2013-09-28
35900,4.2,None,Ghassem,5,0,JAfJATK-N3nz1p9lKIVrOw,2014-12-04
36116,3.58,"2017, 2018",Dennis,39,15,f77-7Tszmbgn-xACJjnF3A,2015-11-09
36595,3.5,None,Joshua,10,0,3y5YqxxB22wsWMHXBhTEOQ,2016-03-17
36644,3.49,"2014, 2018, 2017, 2015, 2013, 2016",Itanni,389,203,eRDWzHCldd6YXypRECvHYg,2011-08-13
36828,3.7,None,Aaron,23,0,grMckaez8Qx2Svop4pehqQ,2016-11-09
36932,3.5700000000000003,"2017, 2018",Rushi,53,0,NLqoVLwbx_wu1bBwQJb3kQ,2016-03-08
37270,3.66,"2017, 2016",Daniel,90,0,S9no6froaqeisNKc5STyPA,2013-06-23
37498,3.8200000000000003,"2014, 2017, 2016, 2015, 2018",Mary,820,1605,nyl_1VcRIAyI55bb_scpdw,2014-08-24
37665,3.75,"2015, 2016, 2017",Bonny,211,355,yx8vNXUL0D0HS8rUIC7AFA,2012-09-14
37764,4.0,None,Jaime,28,2,8ag1jJ6yuhJ5YmROrjUhCA,2017-05-04
38293,3.93,"2018, 2017",Agetha,44,36,ed1XwqLFn_O0l7GvU4Co9A,2015-05-19
38303,4.41,None,Stephanie,16,15,xM5HMndZnhQWWm0j5MYMmw,2013-03-16
40247,3.47,"2016, 2015, 2017, 2018",Jan,265,132,Ob7sklzUfVfQLMpBYlf6pQ,2007-05-11
40419,3.8,2018,Jessica,116,65,ltEfVC92J-sBgpIGyXCoZw,2017-10-23
40713,3.67,None,Zehra,6,0,8muqsGAsUtbOltlqz3Hg7w,2017-10-20
41121,4.39,2018,Karen,50,2,NM0IhTiAtn2CEeDeSW4Wuw,2014-02-13
41145,4.02,"2017, 2015, 2016, 2018",Nory,419,15,kP92EoMqvHJVnoSaPXtShg,2011-05-16
41646,3.61,None,Vicky,28,0,1ARYfC0Zy4io4XI1fHlUwA,2016-09-08
41855,3.5700000000000003,None,Julie,33,2,luScd27jmxLzkzC7UB-QHQ,2015-12-04
42027,4.33,None,Matthew,3,4,CWVa_xmVUwgxL4Uvx9h-_w,2014-05-09
42296,3.07,None,Jess,43,7,46_hoG1edSoTrtfGvmQKRg,2013-06-26
42903,3.2,"2018, 2016, 2017",Max,69,5,KF0inJKjEVQf3AmtJLlSIg,2016-05-14
42975,2.0,None,Vishu,1,0,MUc9c13lrNceN-sSv8fDWA,2016-03-13
43158,3.86,None,P,20,2,Ds9roXSu6jIfp80-InqevA,2014-06-23
43366,2.95,None,Michelle,8,29,GQ1HPBLgI1wPrJ3hu3E8Kg,2009-06-28
43731,3.6,"2016, 2017",P,77,41,p57g6VncQmZdUVzvjQls4g,2016-05-01
43747,3.79,None,Çaka,29,5,kAiWYPhxVx19uqhpZP3Xjw,2017-06-10
43937,4.34,2017,Jessica,63,0,o-5MEqwSsiHKiPNL09e54g,2015-06-25
44040,3.49,"2012, 2013, 2014, 2017, 2016, 2015, 2018",Soleil,931,18966,PGeiszoVusiv0wTHVdWklA,2012-05-09
44065,4.14,None,Mon,7,0,Y91rRX5_a-TNcJw5YfBelg,2016-12-30
44116,3.83,None,Smith,13,1,3VlAhXlUebgkt6Whm2WPAA,2017-07-05
44148,3.73,2018,Winnie,71,637,xoZr9ufkdPYms2KJF07rKA,2010-07-26
44273,3.85,"2017, 2018",Jennifer,45,0,8xAZR3ZjRg5BNJuMYYsxUQ,2013-01-27
44549,3.68,None,Le,19,20,yvcZN7H2pmeGXMV2pHpozw,2017-05-18
44835,3.6,None,Viv,15,0,r53yWkz3WeLBTNLggNbWpw,2011-02-17
44953,3.6,None,Peja,10,0,WacBGZcwwolIbwkKmNGG1g,2014-12-29
45237,3.54,None,Sarah,54,3,QBxRphb2qfjg9mtY3S1BRA,2013-05-04
45339,4.01,2017,Olivia,100,7,3EN4rQgpR8cR1NxuJNzi9Q,2015-12-02
45688,3.71,"2011, 2009, 2010, 2012",Mimi,142,88,Wi_o7nYajyg9QIN6SoQNiw,2008-10-06
45912,3.77,"2017, 2018",Cindy,51,8,SMkOnEZkfHPdCUmQM2Qn8g,2015-12-26
46013,4.88,None,Parisa,8,0,NSffII0HnRLtSvn0AeCMqQ,2015-12-04
46161,3.96,"2018, 2013, 2015, 2017, 2016",Lisa,270,89,zCnJQKvZgET4llBbJD1aiw,2011-06-17
46478,3.62,"2017, 2015, 2016, 2018",Ahalya,145,10,eMcT_F41kJzVtAiTPDzIUA,2010-12-07
46507,4.26,"2017, 2015",Keegan,34,2,qO9zlFWNHoOxkueEu4Fswg,2011-08-11
46577,3.8200000000000003,None,Angela,33,28,IBXPGMaC1g9FsQRw1PR9UQ,2009-08-28
